6,12,270.40774053659544
7,10,219.2762146615744
14,8,203.4194648487312
13,7,279.93529676575
1,14,225.2448059322529
0,12,198.13453007424187
3,1,290.78196987846275
15,2,341.79365910679115
8,10,119.35826749888051
10,5,318.1086200968189
12,9,182.87944890345372
11,1,231.71845569327076
2,14,343.911034747044
9,2,30.91031983430983
2,13,237.37243506155622
8,11,249.531267709621
11,12,109.0876595745575
9,13,130.89911325865768
2,1,174.73295623847827
8,15,208.75599539829773
3,12,391.51295687159575
3,14,198.41504763364446
1,10,257.5466292868797
6,8,309.2303228471034
8,2,-21.224294814327266
4,5,252.95865643202106
1,12,385.59334596126257
9,12,316.69095143757477
12,5,105.35536063871473
6,5,160.6427619940071
13,8,273.8338826809559
0,3,307.466503943745
13,12,304.1133483048043
0,14,322.4437413997351
3,0,110.9951739929401
10,0,261.3222957606129
10,2,289.26255514391903
10,6,286.21025947327803
7,11,166.99833492626703
4,2,250.33922859507902
6,9,212.84390602842805
9,8,239.13817623282418
14,6,210.70447172960917
5,2,274.43955458779317
9,3,327.0262801823504
7,1,213.1573139187571
13,2,169.45144099494834
13,15,268.40763871774175
12,8,439.1792917584993
6,4,274.1671534992021
4,7,249.93497595577628
6,14,184.25604901398896
5,4,215.10156725664035
4,3,162.13304477780184
5,3,285.6953349114975
2,5,309.2263751117807
15,12,296.5271238077524
9,4,328.17988845860367
14,2,157.0739478683127
11,2,336.81472661044836
10,1,205.85284023844275
13,11,219.07658121353052
10,9,151.2528936285998
3,5,314.18437508087794
8,13,301.67389683014153
10,12,232.77852090184805
2,12,362.8165184312781
14,13,109.20509786892384
14,4,245.24077029676508
7,12,299.2286501317931
7,6,295.6752250404673
12,7,194.30301462213754
7,9,264.68673448519326
7,3,345.5184796260337
8,12,191.62513234784126
1,9,296.54322688448315
5,14,355.8415686314069
8,7,343.4881428900417
11,8,289.74755947940486
2,10,209.46157052405977
0,5,235.4963335441075
8,4,285.1260643311798
11,13,235.326839904039
5,1,204.26532193466863
9,6,241.2271527046648
1,0,266.1473843137481
15,14,204.24501624845453
9,5,317.751177517962
5,8,372.93982675597954
13,14,460.72344189888474
15,5,149.99027343090776
15,13,325.48610987142644
5,13,318.8941170577165
0,6,334.50832432436926
12,6,124.8939495724042
4,8,328.4345644723906
0,11,191.6614360372292
7,14,200.07701612156828
11,6,272.4571335381887
13,9,290.03695138527195
12,2,142.59541723898093
0,13,344.7901632459795
13,4,204.75648333092104
3,10,99.07749092797243
8,5,192.70408487075517
2,9,410.03483822947317
14,1,340.6764784559953
9,1,279.43113474995795
6,10,365.2845006368051
14,15,352.42144312759865
1,4,218.42514181103581
12,10,232.24879493260806
